User Id,Quesh,Quesh Date,Respo
6,Would you rather eat every meal out or every meal at home?,2021-11-03,Eat every meal out because you get to try different cultures and travel the world!!! I love trying new things 
51,Would you rather eat every meal out or every meal at home?,2021-11-03,"At home. Save the $$, spend the time with your family. Make cooking fun! I put on some comfy clothes, pick a playlist, pour a drink & really enjoy that time. Its great way to transition from a day at work to a relaxing evening at home. And did I mention it saves $$? Like a lot of $$ "
67,Would you rather eat every meal out or every meal at home?,2021-11-03,Home! But I would have to learn how to make sushi ?
14,Would you rather eat every meal out or every meal at home?,2021-11-03,I could never choose between the two
23,Would you rather eat every meal out or every meal at home?,2021-11-03,"If finance wasnt a component, eat out, but I enjoy cooking at home also"
1,Would you rather eat every meal out or every meal at home?,2021-11-03,Home.. any day..?
75,Would you rather eat every meal out or every meal at home?,2021-11-03,"Every meal out, I'm a terrible cook"
15,Would you rather eat every meal out or every meal at home?,2021-11-03,Every meal at home because I can be playful and also control what I make and the intake 
11,Would you rather eat every meal out or every meal at home?,2021-11-03,"If I had to choose, I would say out. I need variety. ? "
4,Would you rather eat every meal out or every meal at home?,2021-11-03,Definitely every meal at home. I love to cook and practice makes perfect wish I could do it more often! ???
5,What was the best thing that happened last month?,2021-11-02,Im alive and healthy!
67,What was the best thing that happened last month?,2021-11-02,We went for a wonderful hike in the white mountains during peak foliage up there! It was an awesome day with good friends. 
15,What was the best thing that happened last month?,2021-11-02,My parents said they were going to come visit me in NYC
14,What was the best thing that happened last month?,2021-11-02,My brothers wedding! So beautiful and sooo much fun! 
51,What was the best thing that happened last month?,2021-11-02,"Could be recency bias because this just happened the other day Coming home after a full week of travel and seeing my wife, son & dog. It was my first time going more than one night without seeing our 7month old since he was born, so going pretty much a full week was rough. Seeing him smile as soon as he saw me walk through the door was a special feeling. That feeling pretty much topped anything Id felt all month"
4,What was the best thing that happened last month?,2021-11-02,Celebrating Lannies birthday and the launch of OneQuesh with my two besties ??
61,What was the best thing that happened last month?,2021-11-02,Celebrating another wedding for one of my good friends 
75,What was the best thing that happened last month?,2021-11-02,Seeing old friends for the first time in years.
11,What was the best thing that happened last month?,2021-11-02,"Moved to Key Westand realized, for me, its only a place to visit. ? "
81,What is your goal for this month?,2021-11-01,My goal this month is to start going back to the gym
51,What is your goal for this month?,2021-11-01,First few things I thought of were work related.. but well set those aside here. - finish the book Ive been stuck on for WAY too long 
4,What is your goal for this month?,2021-11-01,Lots of business goals ?
6,What is your goal for this month?,2021-11-01,To give myself more credit. To take better care of myself physically and mentally. Drink more water. Exercise. Focus on myself. 
15,What is your goal for this month?,2021-11-01,To have a stable job and stick to a routine
14,What is your goal for this month?,2021-11-01,"Work hard, enjoy life"
11,What is your goal for this month?,2021-11-01,"To get settled in NYC, baby! ? "
67,What is your goal for this month?,2021-11-01,Get our garage and basement put back together! 
5,What is your goal for this month?,2021-11-01,To sell at least one piece of furniture this month. 
1,What is your goal for this month?,2021-11-01,Spend time with family 
75,What is your goal for this month?,2021-11-01,We're planning a pretty extravagant entry for the annual Holiday Parade the day after Thanksgiving. I'm constructing a Ms PacMan and four ghosts that will light up. Fingers crossed it works and maybe we even win the contest! 
61,What is your goal for this month?,2021-11-01,My goal is to not let the holidays coming up cause me extra stress. Through the last two years I have learned there are more important things in life. Self care being one of them.
75,What is the best and worst candy to receive on Halloween?,2021-10-31,Best: full size candy bars Worst: an open bag of plain popcorn
13,What is the best and worst candy to receive on Halloween?,2021-10-31,Best: King Size Reeses Worst: Mounds or Almond Joy. Actually black licorice or twizzlers
5,What is the best and worst candy to receive on Halloween?,2021-10-31,Snickers was my favorite!?? ?????????? Charleston Chew my worst.?? Happy Halloween to everyone here on OneQuesh! Boo safe! ?
14,What is the best and worst candy to receive on Halloween?,2021-10-31,Best: snickers Worst: box of raisins or anything with coconut in it 
51,What is the best and worst candy to receive on Halloween?,2021-10-31,Best candy - anything Reeses Worst candy - Woppers
15,What is the best and worst candy to receive on Halloween?,2021-10-31,The best is Reeses and the worst is junior mints
4,What is the best and worst candy to receive on Halloween?,2021-10-31,Best: Peanut M&Ms Worst: Good & Plenty
67,What is the best and worst candy to receive on Halloween?,2021-10-31,Love take 5!! Hate raisinets 
1,What is the best and worst candy to receive on Halloween?,2021-10-31,??
11,What is the best and worst candy to receive on Halloween?,2021-10-31,Best: Reeses or Snickers Worst: Candy Corn
6,What is the best and worst candy to receive on Halloween?,2021-10-31,Best= Reeses Peanut Butter Cups Worst= Licorice 
48,What’s the scariest movie you’ve seen?,2021-10-30,Texas Chainsaw or Hereditary - I think its more of a creepy factor- never again!
5,What’s the scariest movie you’ve seen?,2021-10-30,Friday the 13th.
67,What’s the scariest movie you’ve seen?,2021-10-30,The original last house on the left 
14,What’s the scariest movie you’ve seen?,2021-10-30,Oh I tend to avoid scary movies 
89,What’s the scariest movie you’ve seen?,2021-10-30,Alfred Hitchcocks The Birds
61,What’s the scariest movie you’ve seen?,2021-10-30,It is not the scariest but it has a huge impact on how I live my life. The final destination movies. I will never drive behind a truck that has wood logs on it ?
77,What’s the scariest movie you’ve seen?,2021-10-30,When I was a kid I hated the movie IT! 
51,What’s the scariest movie you’ve seen?,2021-10-30,"As a kid, Pet Cemetery was pretty horrifying. Now, as an adult, Im a huge fan of the genre - so idk how much I get scared .. but theres a lot that are just really really well made. A few recent ones: - Hereditary - The Witch - Insidious (first viewing) - The Babadook"
75,What’s the scariest movie you’ve seen?,2021-10-30,The Grudge. Turned it off after the first fifteen minutes. ?
6,What’s the scariest movie you’ve seen?,2021-10-30,Well I just watched Halloween kills with my brother the other night without watching the original and that shit was creepy!!!?
